#element,configuration,UUID
Tc,X/BCC,1f68f4c0-67ad-4e29-b06e-f8297e300326
Tc,X/Diamond,d44ad2f3-5401-4456-8143-e5773685f256
Tc,X/FCC,325cb0e1-37e4-4a6b-9a8c-b52b65e69de3
Tc,X/SC,e67f68ed-fa64-4372-9594-959b5862672a
Te,X/BCC,75a0d5db-51f9-4499-8509-e43727eb6799
Te,X/Diamond,26312d29-ab04-44be-97fb-55d44605427c
Te,X/FCC,a2b8b2e9-6d22-42a0-bc13-4a4b4771c3ad
Te,X/SC,b8967b8a-152b-492f-81c0-aa3b6a705f37
Th,X/BCC,e0ae042d-d51f-4389-b052-70d38ba02257
Th,X/Diamond,3ea709c8-0e9e-432e-ab76-5695b22097c5
Th,X/FCC,e53f3040-f5f1-4ebf-a341-80332a847e6d
Th,X/SC,5889cd4e-2a98-4e31-b77c-3291827b996d
Ti,X/BCC,591560c8-0a37-4ef6-adff-18b36a58905a
Ti,X/Diamond,125f6094-17ab-4766-92f9-91d3bba36afa
Ti,X/FCC,44b2aa60-1637-44b5-94e0-da7fddcd378f
Ti,X/SC,7b961283-ccbb-41c4-8d59-10bde89a644a
Tl,X/BCC,0dd0d361-5436-4b53-b7e4-0efa22f107fe
Tl,X/Diamond,23058e9b-1859-4ab3-8a02-a0c7487b043e
Tl,X/FCC,fb4b66ea-26d2-40b3-98aa-0393310384d0
Tl,X/SC,657788d1-d0cb-4959-963d-42497b33d384
Tm,X/BCC,ed98a828-6bb2-4dd4-aeb1-bc967e95059e
Tm,X/Diamond,217ea507-b104-449c-9613-b5546d79c2b2
Tm,X/FCC,44bfb067-b096-4164-b480-366893a89767
Tm,X/SC,a94cd8fb-6e98-4eea-a7cd-aa8fdad17e0f
U,X/BCC,3421f6c6-7640-456e-a696-4b76e4bc55f0
