#element,configuration,UUID
Gd,X2O,0a8cd467-4731-492f-9192-a1b84c1bd3e9
Gd,X2O3,c5f03051-0bdf-46a4-99ec-558268a27ada
Gd,X2O5,aa6e3046-809c-4991-98d0-c7f87857ae51
Gd,XO,b50c18ca-3ee8-4147-92da-62abb7fdf009
Gd,XO2,8f7c21c3-3feb-4573-9164-a89c92c0ebe1
Gd,XO3,a15cec53-53e4-497e-b742-0fc546232c23
Ge,X2O,b8605a91-20d2-437f-b0f4-c68e5b30f062
Ge,X2O3,03a4b966-a12d-40ef-ac7d-7f684ea9093e
Ge,X2O5,303fb3ae-e249-4218-9b9b-625d979b9b26
Ge,XO,2d7348c0-bf4f-470e-aa99-15132e27067b
Ge,XO2,0fe33b14-74fa-404e-a571-c2028139de08
Ge,XO3,c34bfe02-288e-4aa5-8120-29c12c7f0f7e
H,X2O,7e19d2be-cb6d-42c4-95e9-8daa525faef8
H,X2O3,2b44d713-8a64-4682-a367-72d8e2dd7333
H,X2O5,33f0ede4-9655-4639-86d4-bbc620063b74
H,XO,de445b21-2ade-48eb-9fb8-ecf436c2604e
H,XO2,1cc8ddd0-a0ba-4912-a75f-1e378d9aa846
H,XO3,94c8b286-b39f-44f6-a36b-b383fdea7b93
He,X2O,cc9a93d9-f557-4a2a-8051-290b820ca801
He,X2O3,5135fcfe-a52e-4cea-9c01-d95b4fbe45fb
He,X2O5,d5622c77-5f95-4766-ad54-72e1521f627d
He,XO,1830825d-e2dc-4561-bada-a74c98fa5421
He,XO2,47e3e16b-5d36-4bd3-bb2d-71a2c502b9e0
He,XO3,f75430ff-7fa1-482a-97fd-32c35dd6dc62
Hf,X2O,1c0dc76c-72d5-4f24-b1e9-8a30dbb9baf4
Hf,X2O3,d0cb2b8e-a050-4a75-a52f-a0a9fab4b87e
Hf,X2O5,f574e63e-ff50-429b-aa44-954ac673c9df
Hf,XO,468e952d-0d00-4cee-a0b6-6e5d8b438322
Hf,XO2,87396ecc-021a-422d-9400-1c5bd865dd4b
Hf,XO3,cc761d75-ad46-4553-8909-d6745b047dee
Hg,X2O,77f65324-d861-481b-8a5c-68ad1a4793c9
Hg,X2O3,90e648a7-86b9-4f23-b85e-63d620780f6f
Hg,X2O5,951b80a7-8c94-47f5-a979-eb95e529c5a6
Hg,XO,db16734f-212a-4cc7-9893-89be9c04789a
Hg,XO2,3b282bbe-8bc7-4067-9b56-05af73b5feac
Hg,XO3,c565d4a8-2862-4f6b-bde8-a50ebf04c4f5
Ho,X2O,9a7a00c2-06d9-4884-a5c2-8f6bd09139b3
Ho,X2O3,89e77e55-8fb9-4e74-99b5-f155fe8ad557
Ho,X2O5,b4a014ef-982c-4dfc-8b4a-e4f5f28ece53
Ho,XO,6fcb74bc-56f5-4c1f-8352-32fd02ed4bbc
Ho,XO2,9ab13b03-4393-482f-9572-2a36b8dceae5
Ho,XO3,f0694784-f209-4a4d-9b09-6d26a2e095ce
I,X2O,14b6bf68-2645-46e4-9212-3e12d713f01b
I,X2O3,68f798aa-9d84-4607-8ac0-3975047a1133
I,X2O5,4b334bc8-8cd4-4331-8ac1-708771f35b61
I,XO,675f172f-d095-42a6-a34a-1ed2f62b837d
I,XO2,7fff5b3c-ab9d-4ff9-9523-2c01495e1f84
I,XO3,e7a77db1-9a61-4d60-aad6-a329bd884a32
In,X2O,f6ea9864-28ef-4ddc-a7b4-0dd6ffa625ef
